00000516 | 11 29 30 33 49 5 9 | 9-4-1998
00001647 | 12 23 32 43 48 2 7 | 15-4-1955
00001609 | 2 9 13 22 47 2 11 | 21-12-1972
00000321 | 2 10 38 47 50 4 11 | 18-7-1975
00001434 | 14 16 19 24 44 2 3 | 25-11-2003
00001015 | 7 14 26 30 31 2 3 | 21-10-2012
00001722 | 3 4 12 23 38 5 6 | 2-8-1977
00001775 | 16 22 36 43 48 9 11 | 10-7-1968
00001513 | 7 23 31 35 43 2 7 | 22-7-1977
00001589 | 8 13 34 44 50 5 9 | 19-3-2012
00000162 | 29 31 33 38 46 10 11 | 26-10-1983
00000603 | 4 12 27 38 44 10 11 | 22-1-2004
00000924 | 4 28 34 36 48 1 4 | 20-6-1978
00000487 | 24 27 34 36 37 6 10 | 0-8-2007
00000026 | 21 29 30 32 33 3 5 | 21-7-2000
00000722 | 8 21 23 25 40 2 10 | 12-7-1999
00001375 | 11 14 17 32 36 2 7 | 25-7-1998
00001628 | 1 2 13 27 39 3 11 | 16-11-1973
00001340 | 15 24 46 48 49 1 9 | 27-3-2017
00000162 | 6 39 40 43 44 7 10 | 16-12-1961
00000747 | 21 23 28 31 42 5 9 | 16-11-1955
00001538 | 11 12 20 28 47 3 5 | 11-4-1963
00001614 | 5 19 24 36 42 6 7 | 7-5-1982
00000482 | 2 34 42 44 47 1 3 | 2-6-1994
00001522 | 4 20 24 31 37 8 9 | 10-5-1959
00000949 | 9 17 19 26 45 7 8 | 17-7-1954
00001728 | 1 8 17 21 43 2 11 | 11-11-2005
00000982 | 15 16 21 39 42 7 9 | 4-4-1978
00000877 | 1 11 20 38 46 7 11 | 13-12-1967
00001930 | 14 23 35 41 42 3 7 | 1-6-2008
00000070 | 8 11 14 17 29 8 11 | 1-1-1968
00001547 | 16 35 41 44 50 4 11 | 17-10-2015
00000246 | 1 5 19 32 45 3 4 | 7-6-1967
00000323 | 3 12 36 47 48 4 10 | 2-5-1985
00001857 | 16 21 41 44 48 1 2 | 20-7-1964
00001484 | 1 2 25 30 31 1 5 | 12-1-2004
00001579 | 7 15 45 47 48 2 6 | 8-8-1997
00000601 | 5 6 15 38 45 8 9 | 2-2-1971
00000172 | 33 35 36 42 46 6 7 | 14-8-1979
00000880 | 13 37 39 44 45 3 9 | 7-5-1954
00000628 | 14 17 29 40 41 1 11 | 17-7-2006
00000045 | 28 44 45 46 50 2 5 | 3-2-1978
00000475 | 28 39 44 46 48 8 10 | 20-3-1963
00000786 | 17 30 38 47 48 2 10 | 12-11-2015
00001647 | 21 28 32 34 41 4 6 | 24-5-1952
00001574 | 15 27 36 39 48 5 10 | 13-7-2000
00000421 | 12 28 37 44 46 7 11 | 17-2-1955
00001386 | 1 11 30 33 46 3 11 | 18-5-1983
00000049 | 13 17 23 27 49 4 10 | 9-4-2008
00000009 | 11 12 35 40 42 7 11 | 24-5-1960
00000055 | 13 23 31 40 41 5 7 | 13-12-1959
00001250 | 6 21 34 37 43 4 7 | 8-10-2010
00000091 | 5 7 13 41 46 3 8 | 23-5-1970
00000579 | 4 11 22 27 42 2 10 | 10-9-2011
00001280 | 11 17 20 21 50 3 9 | 11-3-1971
00000260 | 21 33 34 44 49 4 10 | 4-2-1973
00000163 | 5 22 30 32 46 1 8 | 22-2-2009
00001501 | 10 11 14 36 48 1 4 | 7-1-1965
00001063 | 10 13 36 38 50 4 8 | 4-11-2010
00000379 | 5 23 27 35 41 2 7 | 22-10-1983
00000230 | 11 28 32 33 38 3 4 | 26-6-2017
00000679 | 8 15 25 41 49 3 9 | 26-8-1956
00000007 | 4 8 24 27 38 1 4 | 25-4-1974
00000458 | 18 25 36 39 48 1 10 | 4-5-1959
00000468 | 16 30 34 35 37 4 8 | 5-1-1966
00000875 | 4 16 30 36 43 5 7 | 3-12-2019
00000626 | 19 21 22 23 37 2 8 | 16-1-2006
00000929 | 32 33 39 47 49 1 7 | 7-2-1999
00000160 | 5 15 16 22 31 5 10 | 19-3-1956
00000287 | 3 22 27 30 35 3 8 | 23-12-2007
00000031 | 3 10 11 13 33 8 11 | 4-8-1993
00000038 | 16 24 28 45 49 3 4 | 12-4-2021
00001303 | 12 35 38 39 42 2 5 | 20-4-1979
00001091 | 3 7 21 31 49 3 5 | 19-11-2011
00001402 | 16 18 21 29 31 7 8 | 15-8-1985
00001600 | 2 10 31 37 39 2 10 | 11-2-1971
00000262 | 5 11 31 38 42 5 10 | 18-4-2000
00000787 | 2 4 20 34 36 4 11 | 17-2-1958
00001013 | 30 34 35 44 47 4 11 | 5-12-2003
00000821 | 5 9 15 23 30 2 5 | 0-6-2021
00000241 | 1 6 8 18 43 1 5 | 1-4-2007
00000619 | 15 26 37 43 49 1 10 | 13-3-1991
00000036 | 5 20 24 34 36 3 4 | 22-1-1952
00000925 | 1 16 36 43 49 1 9 | 26-9-2021
00001939 | 5 33 39 45 48 1 5 | 0-9-1998
00001227 | 1 8 11 30 35 7 11 | 25-10-2006
00000901 | 15 17 30 36 47 6 8 | 4-5-1952
00000329 | 22 29 31 34 49 1 3 | 1-2-1955
00000829 | 1 2 23 27 31 2 9 | 0-1-2010
00000622 | 16 17 26 32 47 7 10 | 27-4-1991
00001503 | 13 18 26 40 47 1 8 | 17-9-1962
00001646 | 15 19 29 31 37 4 11 | 4-8-1954
00000093 | 7 13 32 36 46 6 8 | 18-11-2002
00000474 | 20 24 41 46 50 2 3 | 17-2-1957
00001096 | 5 21 33 40 50 4 6 | 11-8-1951
00001005 | 7 17 29 31 39 3 6 | 25-8-1979
00001882 | 1 12 27 31 44 4 10 | 19-4-1955
00000039 | 6 14 33 41 46 5 11 | 26-7-2006
00000926 | 4 13 26 40 45 10 11 | 17-8-1969
00000395 | 9 13 14 35 37 1 6 | 26-12-2019
00001879 | 8 18 31 38 41 2 4 | 26-8-1953
00000110 | 7 17 28 30 37 7 9 | 24-6-1980
00000170 | 1 8 35 42 45 1 4 | 15-11-2015
00001213 | 6 14 19 35 50 1 3 | 10-10-1969
00001137 | 3 34 41 44 48 5 10 | 9-10-1977
00000914 | 16 18 19 35 43 2 10 | 13-4-1968
00000954 | 1 32 38 42 46 7 11 | 19-2-1960
00001235 | 1 11 32 35 50 5 10 | 7-10-1988
00000889 | 12 23 32 35 41 6 9 | 2-3-1990
00000785 | 10 11 20 30 32 4 6 | 0-3-2002
00001710 | 2 11 35 38 43 1 9 | 18-7-1962
00001237 | 13 17 18 23 45 2 4 | 13-1-1953
00000291 | 12 27 28 33 44 1 11 | 16-10-2011
00000543 | 8 12 17 27 42 6 11 | 26-10-1984
00000371 | 3 9 20 33 43 2 11 | 13-4-1967
00001450 | 10 15 19 31 36 3 7 | 6-12-1957
00001406 | 8 15 21 33 42 7 10 | 21-3-1976
00000575 | 8 9 15 25 49 8 10 | 2-10-2009
00001791 | 4 20 36 44 47 1 10 | 11-4-1967
00001234 | 10 32 36 40 44 3 9 | 17-8-1973
00001473 | 6 18 27 29 50 7 10 | 19-5-1962
00001300 | 1 3 20 27 34 1 6 | 25-10-1984
00000689 | 21 22 28 33 37 4 7 | 1-9-1985
00001340 | 5 24 34 35 39 1 10 | 15-12-1965
00001601 | 15 25 27 39 49 9 10 | 11-8-2000
00000332 | 2 3 38 43 44 5 11 | 1-7-1952
00001161 | 29 30 31 33 50 4 8 | 20-10-1999
00000251 | 6 25 28 30 37 7 8 | 19-2-2017
00000180 | 36 37 39 46 49 8 11 | 26-2-1965
00000339 | 6 16 24 26 50 1 9 | 0-6-1992
00001515 | 1 10 34 41 45 10 11 | 10-6-1997
00001122 | 2 18 32 39 47 8 11 | 25-3-1962
00001247 | 8 21 38 40 42 2 9 | 4-5-1991
00001963 | 3 13 14 37 40 3 7 | 17-2-1953
00000307 | 1 8 29 40 43 8 10 | 9-9-1968
00001387 | 4 7 10 35 46 7 10 | 12-3-1962
00001846 | 2 3 18 40 43 7 9 | 7-4-2016
00001499 | 1 21 22 27 43 1 3 | 26-8-2003
00000775 | 5 9 23 47 49 1 6 | 15-12-1955
00000849 | 10 12 32 40 50 1 11 | 24-2-1979
00000245 | 16 19 20 40 42 5 11 | 20-2-2002
00001958 | 19 29 37 38 49 3 11 | 24-8-1988
00001643 | 4 6 23 31 46 1 4 | 16-8-2016
00001430 | 5 10 15 35 41 2 5 | 7-11-1980
00000039 | 13 16 18 30 32 2 4 | 3-2-1975
00001346 | 5 8 20 30 36 1 3 | 5-11-2002
00000756 | 4 32 37 41 42 3 4 | 13-9-1960
00000593 | 8 15 20 42 44 6 7 | 8-7-1970
00000214 | 12 26 38 42 46 3 11 | 17-3-1969
00001041 | 6 25 43 46 50 7 11 | 26-8-2001
00001614 | 3 12 19 28 30 2 4 | 7-3-2016
00001616 | 15 19 24 40 44 2 8 | 10-9-1984
00001523 | 7 15 34 36 50 7 11 | 11-5-1988
00001488 | 4 13 23 35 46 1 7 | 22-6-1980
00000399 | 1 3 25 41 45 9 10 | 2-10-2006
00000385 | 9 13 24 31 32 5 8 | 8-9-2009
00000856 | 4 9 21 24 47 1 3 | 26-8-1951
00001849 | 23 28 33 34 45 4 5 | 18-2-2021
00000754 | 4 7 25 34 49 9 11 | 4-5-1968
00000012 | 11 24 27 47 49 2 3 | 11-11-1970
00001819 | 2 7 38 43 44 2 6 | 7-1-1983
00000962 | 1 4 10 42 47 7 9 | 26-12-1980
00001771 | 13 17 23 24 48 8 10 | 4-6-1964
00001727 | 6 14 27 28 30 5 6 | 26-4-1978
00000100 | 9 25 32 34 42 7 8 | 17-6-1956
00001262 | 1 2 24 39 44 5 8 | 20-3-1972
00000148 | 15 21 28 39 47 1 6 | 6-9-2015
00001497 | 1 4 17 24 40 2 6 | 2-12-1954
00001768 | 6 13 16 38 49 5 10 | 18-5-1958
00001172 | 2 6 13 41 50 3 5 | 1-5-1975
00000387 | 2 4 7 11 26 2 7 | 27-3-1956
00001252 | 2 4 12 28 40 9 11 | 20-9-1981
00001366 | 10 34 42 43 45 7 9 | 3-8-1975
00001755 | 6 16 35 39 44 1 5 | 6-5-2014
00001619 | 10 13 17 35 36 2 10 | 19-5-2012
00000958 | 10 11 28 32 41 1 3 | 0-5-1970
00001093 | 5 22 38 39 48 1 9 | 12-12-1989
00000364 | 5 19 33 34 46 5 6 | 14-2-1986
00001529 | 7 12 29 40 48 3 5 | 11-4-1992
00000814 | 6 8 9 32 46 1 9 | 4-2-1958
00001037 | 1 2 31 38 48 2 7 | 26-3-1954
00001776 | 11 18 21 27 45 5 10 | 12-3-1951
00000741 | 22 27 28 44 46 2 4 | 25-2-2000
00000676 | 1 24 25 32 49 3 5 | 27-6-1983
00001736 | 1 16 34 43 46 3 5 | 2-10-2014
00000995 | 13 14 15 39 49 2 11 | 22-1-1957
00000879 | 3 15 23 27 48 7 9 | 25-7-2004
00000734 | 20 27 32 35 42 5 7 | 10-3-1990
00000202 | 24 25 34 36 41 8 9 | 11-6-1976
00000930 | 2 3 21 28 49 2 5 | 8-5-1967
00000189 | 6 11 35 39 49 2 3 | 22-10-1964
00000892 | 12 30 39 42 46 10 11 | 16-5-2013
00000427 | 10 19 28 29 38 3 6 | 12-10-1983
00000329 | 3 13 16 21 31 2 5 | 1-1-2005
00001798 | 5 11 15 32 44 6 8 | 17-7-1994
00001147 | 10 11 22 27 50 6 8 | 27-9-2021
00001768 | 7 15 17 37 42 2 3 | 2-7-1999
00001985 | 17 22 27 34 45 2 5 | 24-9-1966
00001440 | 1 21 22 48 49 4 10 | 18-1-1992
00001139 | 21 27 29 31 41 10 11 | 19-5-1986
00001152 | 10 22 32 34 42 2 3 | 6-11-1992
00001097 | 5 10 27 32 44 8 11 | 2-4-1957
00001028 | 22 25 29 38 39 5 6 | 20-5-1994
00001452 | 4 9 18 24 32 1 9 | 4-3-1965
00001594 | 5 9 23 26 44 3 11 | 9-8-1980
00001237 | 33 42 43 45 50 6 9 | 19-7-1964
00000725 | 2 5 36 37 41 1 10 | 25-1-2015
00000600 | 1 7 22 23 29 5 11 | 25-7-1994
00001174 | 4 25 37 42 46 6 8 | 25-8-1994
00000130 | 20 26 39 41 46 1 3 | 20-9-2011
00001300 | 10 23 27 30 42 2 3 | 8-12-1966
00000465 | 9 17 27 39 41 1 11 | 22-3-1996
00001872 | 26 29 39 45 47 4 10 | 2-11-1976
00001265 | 3 4 6 17 45 6 7 | 15-3-1977
00000867 | 16 20 34 44 49 3 8 | 18-10-2006
00000915 | 4 11 19 31 47 9 11 | 13-7-1989
00000877 | 4 7 36 40 50 3 5 | 10-5-1996
00000734 | 1 15 16 18 45 5 7 | 26-1-1983
00001451 | 13 21 36 40 50 1 4 | 26-4-1950
00001135 | 2 3 13 21 28 5 6 | 4-8-1986
00000229 | 14 18 36 44 49 5 9 | 23-2-1971
00000348 | 5 6 31 35 37 2 6 | 8-11-1996
00000963 | 1 9 11 46 48 1 2 | 2-9-2006
00001608 | 13 19 30 35 40 5 6 | 22-8-1993
00001185 | 8 9 14 26 35 3 4 | 20-7-2018
00001819 | 17 24 29 40 50 4 8 | 26-8-2010
00000337 | 3 10 24 26 45 5 9 | 18-2-1966
00000928 | 12 13 17 26 27 7 10 | 13-9-2009
00000930 | 4 20 27 28 46 4 11 | 21-5-1950
00001244 | 11 22 30 40 45 5 6 | 16-11-2005
00000681 | 12 17 22 27 50 3 6 | 6-7-1953
00000600 | 13 15 38 46 48 8 11 | 21-9-2017
00001465 | 6 23 24 38 40 2 10 | 0-12-2009
00001933 | 18 22 24 38 43 3 5 | 15-1-1973
00000855 | 8 18 34 36 41 2 3 | 4-7-2018
00001312 | 9 21 29 35 45 6 10 | 17-11-1999
00000835 | 10 15 20 25 48 3 6 | 18-7-1951
00000661 | 15 24 28 38 40 9 11 | 1-4-1953
00001243 | 5 7 38 44 50 8 9 | 24-11-1992
00000942 | 1 6 34 37 44 3 11 | 11-9-2008
00001682 | 3 15 21 25 35 1 2 | 22-12-1962
00001486 | 7 10 16 32 39 3 8 | 26-7-2001
00000877 | 8 11 15 30 37 2 3 | 18-4-1994
00001843 | 4 16 19 35 43 2 3 | 19-9-2016
00001989 | 15 17 21 29 47 4 9 | 24-12-2012
00000490 | 5 15 29 33 49 5 8 | 5-3-1989
00001763 | 4 10 11 29 31 2 5 | 2-9-1984
00000979 | 8 18 23 24 50 3 5 | 8-9-2020
00000764 | 5 18 23 42 46 9 10 | 26-4-1977
00000974 | 1 30 32 43 46 2 6 | 23-2-1991
00001477 | 24 32 36 40 41 4 6 | 23-4-1986
